ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
0x183f9,CUS_0xb46b,April,Marwa Awadb,5579,686-19-5711,Entrepreneur,17831.05,1382.9208333333331,6,5,16,3,"Credit-Builder Loan, Not Specified, and Debt Consolidation Loan",20,18,22.4,6.0,Standard,1691.54,28.707720085573825,6 Years and 10 Months,Yes,42.79300359918047,122.10358029700136,Low_spent_Large_value_payments,243.39549943715156,-1
0x13cd1,CUS_0x26d7,April,Christina Finchera,49_,253-33-8522,Developer,21623.465,1776.955416666667,2,4,10,2,"Student Loan, and Payday Loan",8,9,6.65,5.0,Good,569.26,35.832585405761705,15 Years and 8 Months,NM,34.33589951918049,93.65059768456273,High_spent_Small_value_payments,309.7090444629235,1
0x2250,CUS_0x8caf,July,Peterd,8406,#F%$D@*&8,Developer,18784.88,1371.4066666666668,8,3,26,7,"Payday Loan, Student Loan, Debt Consolidation Loan, Debt Consolidation Loan, Payday Loan, Student Loan, and Personal Loan",8,20_,23.08,12.0,Standard,2076.13,37.16424557401115,18 Years and 4 Months,Yes,108.03367123147238,90.1317054309589,Low_spent_Small_value_payments,228.97529000423538,-1
0xbde0,CUS_0x1699,March,Sabam,28_,916-34-3895,Lawyer,59962.52,4976.876666666666,3,7,299,5,"Mortgage Loan, Mortgage Loan, Mortgage Loan, Home Equity Loan, and Not Specified",22,12,13.36,6.0,_,2660.36,32.23552884634781,16 Years and 10 Months,Yes,140.262837637688,84.98056012545213,High_spent_Large_value_payments,512.4442689035266,-1
0x249ca,CUS_0x82d5,May,"""Johnw",34,850-80-9855,Media_Manager,55163.81999999999,4869.985,9,9,28,6,"Payday Loan, Auto Loan, Student Loan, Debt Consolidation Loan, Credit-Builder Loan, and Credit-Builder Loan",44,18,16.72,10.0,Bad,4085.14,31.85870227474752,8 Years and 9 Months,NM,187.5051053987661,157.06437744997302,Low_spent_Large_value_payments,412.42901715126084,-1
0x2598a,CUS_0x27e5,May,Gerryf,20,373-40-0600,Media_Manager,24415.29,2227.6075,7,6,8,3,"Not Specified, Not Specified, and Home Equity Loan",20,10,13.35,8.0,_,898.7,33.56424005045388,30 Years and 5 Months,Yes,40.22913294198262,76.92511786587208,High_spent_Medium_value_payments,355.6064991921453,0
0x7af4,CUS_0x8046,July,Matthewg,53,245-07-8526,Teacher,17572.15,1575.3458333333335,3,5,18,4,"Not Specified, Credit-Builder Loan, Student Loan, and Student Loan",20,11,15.71,4.0,Standard,116.02,26.098222942802444,17 Years and 7 Months,Yes,37.22258622031679,108.37383708692256,High_spent_Small_value_payments,271.938160026094,0
0x12e00,CUS_0x884a,March,Margaretk,31,075-08-4605,Teacher,36707.7,3052.975,5,5,19,5,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Mortgage Loan, and Not Specified",15,20,10.03,7.0,Standard,1867.79,30.846725751079248,11 Years and 6 Months,Yes,130.6361346342992,245.6394441900786,Low_spent_Large_value_payments,199.02192117562225,0
0xef48,CUS_0x1a71,March,Billv,18,708-94-5712,Engineer,15580.41,1048.3675,9,9,16,9,"Credit-Builder Loan, Not Specified, Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Mortgage Loan, Home Equity Loan, Auto Loan, and Credit-Builder Loan",58,16,26.57,13.0,Bad,4319.35,38.59304680082051,5 Years and 11 Months,Yes,112.513721323882,107.87399625018759,Low_spent_Medium_value_payments,164.44903242593045,0
0x20775,CUS_0x7202,April,Georginax,41,437-84-3976,Lawyer,8089.415,889.1179166666667,6,10,18,7,"Home Equity Loan, Debt Consolidation Loan, Payday Loan, Home Equity Loan, Payday Loan, Credit-Builder Loan, and Debt Consolidation Loan",29,15,23.45,7.0,Bad,2864.82,25.45227945230016,14 Years and 0 Months,Yes,41.953002560364105,25.577152037718463,Low_spent_Medium_value_payments,301.38163706858415,-1
0x1c0e0,CUS_0x535a,July,Mari Saitot,50,359-11-2781,Manager,32297.67,2924.4725,6,5,2,4,"Mortgage Loan, Credit-Builder Loan, Student Loan, and Not Specified",26,13,5.64,4.0,Good,1300.2,36.889257730156594,17 Years and 9 Months,No,73.18943970474511,212.06439314050075,!@9#%8,287.1934171547542,1
0x1a7c6,CUS_0x6dde,January,David Henryo,22,424-80-0379,Journalist,18623.07,1746.9225,10,7,33,7,"Home Equity Loan, Personal Loan, Auto Loan, Auto Loan, Payday Loan, Home Equity Loan, and Mortgage Loan",21,21,3.28,7.0,_,1354.83,28.021137048350106,19 Years and 4 Months,Yes,60.55603489262473,25.50882392774189,!@9#%8,338.6273911796334,-1
0x13186,CUS_0x3a86,May,Lisau,44,491-96-7774,Manager,61955.81999999999,5423.985,8,6,29,6,"Student Loan, Debt Consolidation Loan, Personal Loan, Debt Consolidation Loan, Payday Loan, and Mortgage Loan",46,13,15.21,11.0,_,1381.96,36.82224402301432,9 Years and 1 Months,Yes,171.936935873111,160.52744279848685,High_spent_Small_value_payments,469.93412132840217,-1
0x1d1d3,CUS_0xa424,February,Karey Wutkowskiy,18,257-88-0889,Doctor,21480.965,1750.080416666667,3,2,4,2,"Auto Loan, and Home Equity Loan",4,5,11.02,4.0,Good,783.47,26.63715690843577,32 Years and 11 Months,No,31.65421724722853,234.64866744375286,Low_spent_Small_value_payments,198.7051569756853,1
0x44e6,CUS_0x55b5,May,Viswanatham,31,113-58-6546,Entrepreneur,18793.34,1612.111666666667,0,333,8,2,"Debt Consolidation Loan, and Not Specified",7,6,2.89,1.0,Good,863.66,36.76078222612136,28 Years and 9 Months,NM,27.30133708141817,110.07373064972674,High_spent_Small_value_payments,283.83609893552176,-1
0x109d5,CUS_0x2441,August,William Jamest,38,558-95-8969,_______,38117.06,3245.421666666666,8,5,34,6,"Credit-Builder Loan, Mortgage Loan, Payday Loan, Student Loan, Student Loan, and Not Specified",20,24,26.16,15.0,Bad,2639.35,27.501403377974466,8 Years and 6 Months,Yes,143.5088552873968,95.92687172181627,High_spent_Medium_value_payments,335.1064396574536,-1
0x1eb1a,CUS_0x5d09,May,James Daveye,35,553-83-1565,Mechanic,33946.77,2723.8975,4,3,4396,1,Auto Loan,20,12,8.9,3.0,Standard,869.96,37.52219452352141,16 Years and 6 Months,No,20.889068858763515,350.9339825930216,Low_spent_Small_value_payments,190.56669854821487,0
0x2231d,CUS_0x6cf6,April,Alwynt,43,501-66-4455,_______,105774.57,8540.5475,5,5,16,2,"Auto Loan, and Payday Loan",25,11,10.38,4.0,Standard,582.13,27.582236117478185,28 Years and 8 Months,Yes,148.65553170941206,154.14441556715232,High_spent_Large_value_payments,791.2548027234358,0
0x19170,CUS_0x4601,July,Jochelleq,27,777-38-8416,Media_Manager,50600.01,3923.6675,8,8,18,2,"Mortgage Loan, and Credit-Builder Loan",25,19,5.4,15.0,Bad,1691.6,36.504353132729385,12 Years and 11 Months,Yes,51.02564797398242,251.6515746487434,High_spent_Small_value_payments,349.6895273772741,-1
0x1ccb1,CUS_0x340b,August,Harryp,39,#F%$D@*&8,_______,64790.24,5235.1866666666665,9,9,21,7,"Home Equity Loan, Student Loan, Home Equity Loan, Student Loan, Credit-Builder Loan, Not Specified, and Credit-Builder Loan",36,22,7.26,10.0,Bad,1654.05,36.4270576819161,7 Years and 9 Months,Yes,322.9971758647293,177.22312766648437,High_spent_Medium_value_payments,273.2983631354531,-1
0x234b,CUS_0x4330,June,Huww,38,500-96-4323,Media_Manager,12070.845,1088.90375,8,5,8,-100,"Student Loan, Home Equity Loan, Payday Loan, and Home Equity Loan",16,12,2.96,4.0,_,759.86,31.52864921508605,28 Years and 8 Months,NM,31.349969595412013,103.5663154165577,!@9#%8,253.97408998803033,0
0x19d0e,CUS_0x7eb0,May,Hummelg,49,798-91-2215,Media_Manager,28378.53,2228.8775,6,3,9,1,Not Specified,18,17,16.42,5.0,Standard,316.61,34.01907841253933,16 Years and 9 Months,Yes,20.8516061226532,98.69805362023668,High_spent_Small_value_payments,363.3380902571101,0
0x432c,CUS_0xb018,July,Callusn,35,088-10-2997,Teacher,128189.37,10390.4475,2,7,7,2,"Payday Loan, and Debt Consolidation Loan",8,3,10.63,1.0,Good,913.1,35.51808810210376,31 Years and 2 Months,No,153.26900867974257,147.8246926428888,High_spent_Large_value_payments,977.9510486773686,1
0xb4d3,CUS_0x3809,February,Anna Driverw,52,060-56-1128,Journalist,108397.59,8961.1325,3,5,10,3,"Debt Consolidation Loan, Debt Consolidation Loan, and Payday Loan",17,4,0.84,2.0,Good,1458.47,41.530922406010006,29 Years and 9 Months,NM,182.749864828908,147.55710476419569,High_spent_Large_value_payments,805.8062804068962,1
0x14648,CUS_0x4a5d,March,Jessica Dyec,17,714-45-9727,Lawyer,15522.74,1330.5616666666667,8,7,21,9,"Not Specified, Home Equity Loan, Payday Loan, Debt Consolidation Loan, Credit-Builder Loan, Payday Loan, Student Loan, Personal Loan, and Debt Consolidation Loan",15,23,26.31,11.0,Bad,4268.86,26.92824723993966,1 Years and 4 Months,Yes,71.24551454198863,66.95371495643903,High_spent_Small_value_payments,254.85693716823903,-1
0x1d6e6,CUS_0x7c76,May,Leigh Thomasj,43,331-37-9623,Mechanic,15302.74,1408.2283333333332,10,10,24,5,"Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, Auto Loan, and Auto Loan",32,19,22.23,6.0,_,4620.45,31.181303253852825,13 Years and 0 Months,Yes,62.48154696519297,132.8584936301792,Low_spent_Small_value_payments,235.4827927379612,-1
0xb093,CUS_0x705e,June,Michele Sinnerd,27,958-88-2066,Entrepreneur,17621.705,1335.4754166666671,8,7,7,1,Debt Consolidation Loan,8,18,11.82,8.0,Standard,776.59,33.76894239895535,22 Years and 0 Months,Yes,10.382464344230788,147.01174321769176,Low_spent_Small_value_payments,266.1533341047441,0
0x8c46,CUS_0xb7b1,January,Charlie Dunmorex,20,607-46-9294,Mechanic,90827.68,7847.973333333332,8,4,20,3,"Debt Consolidation Loan, Student Loan, and Auto Loan",24,13,2.03,2.0,Standard,1167.05,25.806512731341037,22 Years and 5 Months,Yes,174.40576462756667,213.70183485780944,High_spent_Medium_value_payments,646.6897338479572,0
0xd9dd,CUS_0x92ec,April,Matt Smithp,23,538-01-3643,Manager,104183.46,8830.955,4,5,8,1,Student Loan,15,11,-0.11000000000000032,5.0,Standard,244.23,28.45443521147233,26 Years and 8 Months,No,72.75277450470475,480.1037450754948,Low_spent_Medium_value_payments,610.2389804198002,0
0x1747f,CUS_0x20b5,February,Langic,35,153-31-3249,Teacher,44871.86,3646.321666666666,3,3,7,2,"Credit-Builder Loan, and Mortgage Loan",13,9,6.66,4.0,Good,48.42,25.46450399389634,19 Years and 11 Months,No,54.46493826998236,313.4663004382578,Low_spent_Large_value_payments,266.7009279584265,0
0x10bae,CUS_0x78f3,January,raz,37,077-35-4768,Accountant,80539.08,6542.59,6,6,18,6,"Payday Loan, Credit-Builder Loan, Mortgage Loan, Debt Consolidation Loan, Mortgage Loan, and Credit-Builder Loan",44,16,4.61,10.0,Bad,2160.91,36.01666159623812,7 Years and 4 Months,Yes,302.9028659285717,211.78192429855397,High_spent_Small_value_payments,399.5742097728744,-1
0x1c40a,CUS_0x2683,January,Mariya Gordeyevaw,39,766-18-7621,Developer,58380.6,4891.05,7,5,27,4,"Student Loan, Credit-Builder Loan, Debt Consolidation Loan, and Home Equity Loan",58,19,15.94,11.0,Standard,1494.92,33.26310820817536,9 Years and 2 Months,Yes,160.05196665231998,179.66714845226704,High_spent_Medium_value_payments,399.38588489541297,-1
0x1541b,CUS_0xc548,February,Robc,45,540-77-4341,Mechanic,36154.22,3043.851666666667,8,9,32,6,"Home Equity Loan, Not Specified, Payday Loan, Personal Loan, Payday Loan, and Student Loan",61,19,25.31,10.0,Bad,4907.1,37.37801310573352,12 Years and 5 Months,Yes,96.92283322908268,341.16371672203707,Low_spent_Small_value_payments,156.29861671554698,-1
0x2112a,CUS_0x442f,May,Herberts,27,438-91-3759,Musician,16702.25,1640.854166666667,10,8,23,5,"Mortgage Loan, Auto Loan, Auto Loan, Auto Loan, and Credit-Builder Loan",60,18,1.61,9.0,Bad,4536.64,39.39556580925306,7 Years and 1 Months,Yes,57.47093311136731,23.23920600610689,High_spent_Medium_value_payments,333.37527754919245,-1
0x3382,CUS_0x7e09,May,Smithn,51,829-75-6996,Doctor,128390.84,10622.236666666666,4,4,3,3,"Auto Loan, Payday Loan, and Personal Loan",20,-2,1.86,9.0,_,531.62,30.957970085416363,28 Years and 7 Months,NM,206.1583649948445,273.3168225557449,Low_spent_Large_value_payments,852.7484791160771,0
0x13d28,CUS_0x96b1,July,Jessica Wohlz,42,805-95-8957,Musician,60986.49000000001,5017.2075,6,6,15,1,Auto Loan,9,18,8.67,1269.0,_,760.99,29.738692350571647,20 Years and 7 Months,Yes,31.92412988022645,172.62164252170302,!@9#%8,547.1749775980705,0
0x37a3,CUS_0xb102,June,Grayq,27,421-85-2245,Musician,38491.94,2709.896291897415,5,7,18,4,"Home Equity Loan, Debt Consolidation Loan, Not Specified, and Home Equity Loan",10,12,7.31,4.0,Standard,1659.15,24.50183693776911,13 Years and 9 Months,NM,470.776690009742,148.97308859829866,Low_spent_Medium_value_payments,358.88176282787816,0
0x1256c,CUS_0x6a79,March,Dena Aubinx,22,789-62-3935,Lawyer,173668.84,14293.403333333335,3,6,2,3_,"Student Loan, Debt Consolidation Loan, and Debt Consolidation Loan",20,0,0.88,0.0,Good,710.17,29.755746554521128,22 Years and 9 Months,No,23311.0,350.8318572812999,High_spent_Medium_value_payments,1018.3490577943666,0
0x18169,CUS_0x50c6,August,ini Juliene,29,452-74-8218,Doctor,85583.02,7366.918333333334,4,1,2,3,"Auto Loan, Payday Loan, and Payday Loan",14,2521,9.51,2.0,Good,44.08,24.10881033968481,18 Years and 9 Months,No,184.67647842121025,103.22427960002716,High_spent_Large_value_payments,688.7910753120963,1
0x48d6,CUS_0x3bc7,May,Emmottg,42,799-75-6293,Engineer,64613.32,5232.443333333334,10,7,33,5,"Mortgage Loan, Payday Loan, Auto Loan, Payday Loan, and Debt Consolidation Loan",40,18,16.35,9.0,Standard,1522.0,31.706381609703733,10 Years and 8 Months,Yes,235.43878786463864,193.39580882025152,Low_spent_Medium_value_payments,374.4097366484433,-1
0x610e,CUS_0x925f,January,B.w,45,946-11-1039,Entrepreneur,16410.3,1483.525,7,6,33,4,"Mortgage Loan, Not Specified, Mortgage Loan, and Not Specified",33,17,6.75,12.0,Bad,1667.65,27.31154477029127,5 Years and 10 Months,Yes,54.57249571365932,114.92429096135812,Low_spent_Medium_value_payments,258.85571332498256,-1
0x992c,CUS_0xb8da,March,Ryanp,34,882-30-4887,Doctor,89434.35,7281.8625,2,6,7,4,"Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Not Specified",11,8,6.31,0.0,Good,537.46,41.593158215359416,28 Years and 5 Months,No,244.7423877242117,103.29727241503963,High_spent_Medium_value_payments,630.1465898607488,0
0x9504,CUS_0x766b,July,Jasonf,54,586-93-2728,Manager,84094.1,6874.841666666667,0,2,3,3,"Student Loan, Personal Loan, and Debt Consolidation Loan",1,12,6.119999999999999,4.0,_,554.82,38.475937713038576,23 Years and 4 Months,No,185.2324779907228,129.56850349691206,High_spent_Medium_value_payments,622.6831851790319,1
0x239fd,CUS_0xacfa,April,Alexeia,37,324-46-6478,_______,81168.84,6950.07,2,3,2,3,"Debt Consolidation Loan, Auto Loan, and Student Loan",29,0,10.14,1.0,Good,1367.13,25.69797196336572,21 Years and 8 Months,No,184.80901739839263,233.7587657398552,High_spent_Medium_value_payments,526.4392168617521,-1
0x1bc08,CUS_0x36ee,March,Richard Cowanp,46,427-11-3112,Teacher,14842.65,1053.8875,8,5,8,2,"Not Specified, and Mortgage Loan",26,9,11.22,4.0,Standard,1086.11,29.546775414790936,22 Years and 7 Months,Yes,15.346409754160252,20.78292779374762,High_spent_Medium_value_payments,319.25941245209214,0
0x558c,CUS_0xb825,July,Carolinea,30,799-34-8016,Developer,83457.76,6936.813333333333,5,6,6,7,"Home Equity Loan, Not Specified, Payday Loan, Payday Loan, Home Equity Loan, Mortgage Loan, and Home Equity Loan",14,14,16.92,7.0,Standard,1266.18,23.070966143663945,6 Years and 9 Months,Yes,386.7777430383226,383.9188310016489,Low_spent_Medium_value_payments,202.9847592933617,0
0x1d7b2,CUS_0x91df,May,Woodallu,50_,654-29-2159,Accountant,129695.72,10589.976666666667,1,4,1,2,"Home Equity Loan, and Credit-Builder Loan",11,11,4.34,3.0,Good,1446.6,28.11397505885403,16 Years and 9 Months,No,192.32609826080227,363.0346086177965,High_spent_Medium_value_payments,753.6369597880681,1
0x2483c,CUS_0x37e3,March,Lee Chyenr,19,#F%$D@*&8,Entrepreneur,13251.57_,1220.2975,7,7,6,2,"Mortgage Loan, and Credit-Builder Loan",29,17,11.3,2.0,Standard,298.58,40.6116149818462,29 Years and 5 Months,No,12.553890767591652,151.26601589487615,Low_spent_Small_value_payments,248.2098433375322,0
0x133c8,CUS_0xb83e,July,Gergely Szakacsk,38,200-64-0969,_______,65671.98,5191.665,1,4,2,1,Credit-Builder Loan,15,3,11.01,3.0,Good,1463.48,30.99547997829086,21 Years and 9 Months,NM,30.131349116475764,169.9803252511145,High_spent_Medium_value_payments,569.0548256324097,1
0x2075e,CUS_0xa4db,May,let,26,948-70-9566,Writer,94587.66,7774.305,8,3,14,2,"Credit-Builder Loan, and Home Equity Loan",19,12,1.83,0.0,Standard,1194.49,36.737391294669685,20 Years and 11 Months,No,80.7699904705692,214.48725855470798,Low_spent_Medium_value_payments,762.1732509747229,-1
0x1628,CUS_0xb891,March,Jasond,55,072-31-6145,Entrepreneur,30689.89,2612.4908333333333,2,5,4,1,Not Specified,3,9,1.99,4.0,Good,632.46,32.30116343180253,17 Years and 5 Months,NM,16.415451659824875,83.40650880252501,High_spent_Medium_value_payments,411.42712287098345,0
0xe9e4,CUS_0x9449,March,Lucianai,55,574-97-8796,Manager,16857.295,1121.7745833333329,0,5,12,3,"Not Specified, Not Specified, and Payday Loan",23,8,11.23,1.0,_,741.75,33.7554399434557,22 Years and 4 Months,No,40981.0,91.55163478090648,Low_spent_Small_value_payments,281.0162728619964,-1
0x15ec0,CUS_0x2b94,March,"""rendan OBrien""f",48,528-54-1734,Engineer,24372.88,1981.073333333333,5,6,13,3,"Credit-Builder Loan, Credit-Builder Loan, and Auto Loan",26,11_,-0.5999999999999996,2.0,Standard,719.48,23.92093490170869,28 Years and 4 Months,Yes,55.34957705213726,192.04194256191337,Low_spent_Small_value_payments,240.71581371928275,0
0x82a1,CUS_0x5f86,April,Toonkeld,24,309-04-1544,Musician,17234.695,1347.2245833333334,7,3,7,-100,"Home Equity Loan, Credit-Builder Loan, and Debt Consolidation Loan",16,10,11.63,1.0,Standard,901.12,32.26182334605121,28 Years and 4 Months,Yes,33.49155037165229,__10000__,!@9#%8,278.7410485221428,0
0x1bf85,CUS_0x227e,August,Patrick Temple-Westu,21_,529-79-5221,Teacher,58729.36,5114.113333333334,4,3,15,5,"Payday Loan, Auto Loan, Not Specified, Auto Loan, and Not Specified",6,2080,19.48,5.0,Standard,1568.33,35.44940672776897,10 Years and 3 Months,Yes,166.19015498183705,102.17228064932215,!@9#%8,503.0488977021743,0
0x2079,CUS_0x74f5,April,Prakashy,14,060-43-3101,Doctor,74733.44_,5933.786666666668,9,6,19,5,"Payday Loan, Mortgage Loan, Payday Loan, Student Loan, and Not Specified",17,18,22.48,12.0,Bad,4685.34,26.09571700376254,2 Years and 11 Months,Yes,195.539771922156,222.66765068696841,High_spent_Medium_value_payments,425.17124405754237,0
0x18bbf,CUS_0x9815,February,Wahba Astridr,39,365-53-4721,Lawyer,32167.36,2700.613333333333,7,7,19,5,"Not Specified, Payday Loan, Student Loan, Not Specified, and Debt Consolidation Loan",25,9,_,12.0,Standard,1916.98,30.14840296899219,12 Years and 5 Months,Yes,89.33903455411772,115.46309216540598,High_spent_Small_value_payments,325.2592066138096,-1
0xb480,CUS_0xc28c,March,Tom Milesh,23,573-42-4273,Developer,19899.64,1759.303333333333,5,3,6,2,"Student Loan, and Auto Loan",4,11,4.85,4.0,Good,714.58,23.26102738287776,27 Years and 6 Months,No,17.125811984344413,110.60064751589614,Low_spent_Small_value_payments,338.2038738330928,-1
0xae0c,CUS_0xadeb,July,Damounii,1657,118-18-1829,Manager,41417.04,3439.42,7,5,18,4,"Personal Loan, Credit-Builder Loan, Auto Loan, and Mortgage Loan",14,16,7.13,6.0,Standard,1486.49,31.9999118499358,14 Years and 8 Months,Yes,122.50388352856292,78.53523155238408,High_spent_Medium_value_payments,392.90288491905307,-1
0x1bc8a,CUS_0x8239,January,Leah Schnurri,52,276-58-8741,Developer,84402.42,7044.535,3,3,4,3,"Debt Consolidation Loan, Home Equity Loan, and Mortgage Loan",12,2,1.17,0.0,Good,969.98,26.91154061766408,32 Years and 5 Months,No,176.05846580993062,149.7554994707445,High_spent_Large_value_payments,618.6395347193251,-1
0x1c5b2,CUS_0xa3bd,May,Lawlerr,30,125-04-9134,Lawyer,176956.6_,14880.383333333331,3,5,4,1,Debt Consolidation Loan,1,12,9.77,0.0,Good,116.94,30.847608565813857,30 Years and 3 Months,No,82.56196565231015,1594.4994542829504,Low_spent_Small_value_payments,100.97691339807285,1
0xc169,CUS_0x6883,August,"""John OCallaghan""g",20,513-15-4094,Entrepreneur,28287.18,2236.265,4,4,2,1,Auto Loan,8,12,6.87,1.0,_,1010.16,26.70065595307077,17 Years and 11 Months,No,15.159223831780109,259.38780413896717,Low_spent_Small_value_payments,239.07947202925263,1
0x200ef,CUS_0xb4c9,February,Nichola Groomk,25,431-25-9243,Media_Manager,20906.89,1620.240833333333,6,5,29,5,"Debt Consolidation Loan, Debt Consolidation Loan, Debt Consolidation Loan, Credit-Builder Loan, and Auto Loan",38,17,18.48,12.0,Bad,3714.72,35.09074632739125,5 Years and 0 Months,Yes,80.48726431135822,164.82478268365705,Low_spent_Medium_value_payments,196.7120363383181,-1
0xdc1e,CUS_0x64b,May,Piersond,44,553-83-5204,Accountant,24693.09_,2256.7575,4,5,5,3,"Credit-Builder Loan, Personal Loan, and Home Equity Loan",11,14,8.34,0.0,Standard,251.4,34.17850611343533,31 Years and 3 Months,Yes,46.78463899317254,18.45417652949721,High_spent_Large_value_payments,400.43693447733034,0
0x121c4,CUS_0x2822,March,Herbst-Baylissy,52,579-02-1738,Entrepreneur,68763.14,5520.261666666666,5,2,1,2,"Home Equity Loan, and Home Equity Loan",0,6,3.72,5.0,Good,1304.38,41.778448984978105,23 Years and 7 Months,NM,72.94696155087105,335.18281677461863,Low_spent_Medium_value_payments,423.896388341177,1
0x2864,CUS_0x6345,March,Klaymanc,28,830-80-4719,Teacher,20308.26,1684.3549999999998,6,5,28,6,"Credit-Builder Loan, Auto Loan, Debt Consolidation Loan, Auto Loan, Personal Loan, and Mortgage Loan",33,9,16.13,12.0,Standard,1967.12,36.242141442847405,9 Years and 5 Months,NM,99.85674076065696,22.36528980865529,High_spent_Large_value_payments,286.21346943068767,-1
0x25933,CUS_0x1e84,February,Suev,49,000-08-1349,Media_Manager,65937.12,5465.759999999998,5,5,12,2,"Payday Loan, and Auto Loan",24,14,8.46,2.0,Good,1256.89,38.129601679420695,32 Years and 3 Months,No,87.37564919357271,420.5183807602279,Low_spent_Small_value_payments,328.6819700461993,1
0xb209,CUS_0x5c44,August,Philipa,39,290-76-5626,Scientist,10413.6,576.8000000000002,3,6,5,5,"Personal Loan, Payday Loan, Home Equity Loan, Payday Loan, and Mortgage Loan",6,17,_,9.0,_,1098.56,37.07767610279335,19 Years and 10 Months,Yes,40.71403162638853,49.894420821881525,Low_spent_Small_value_payments,257.07154755173,0
0xb5eb,CUS_0x46e8,June,Scottw,17,#F%$D@*&8,Architect,47631.96,3640.3964637286745,5,4,17,5,"Debt Consolidation Loan, Payday Loan, Auto Loan, Mortgage Loan, and Not Specified",6,18,18.91,8.0,Standard,1341.22,37.66025430384919,9 Years and 10 Months,Yes,565.1074777341884,357.7140998147694,Low_spent_Large_value_payments,157.74495872236758,1
0x1d602,CUS_0xb8b,May,Ryan Vlastelicad,20,115-10-2398,Teacher,19491.84,1858.32,6,4,17,1,Student Loan,24,15,2.63,7.0,_,1158.75,29.13316808466593,33 Years and 2 Months,Yes,12.53361318466754,234.8295806060788,Low_spent_Small_value_payments,228.46880620925361,-1
0x711a,CUS_0x6fb1,May,Ringstromk,28,848-55-0249,_______,20685.51,1779.7924999999998,6,5,27,4,"Payday Loan, Mortgage Loan, Not Specified, and Auto Loan",42,19,17.7,10.0,Bad,1256.46,39.53909640618377,19 Years and 6 Months,Yes,44.049700917701024,173.68339008365302,Low_spent_Small_value_payments,250.2461589986459,0
0x197ac,CUS_0x32fa,July,Grant McCooll,38,848-55-8612,Writer,69209.85,6047.4875,6,3,9,2,"Credit-Builder Loan, and Auto Loan",29,12,6.9,2.0,Standard,225.58,38.27546676603696,32 Years and 10 Months,No,86.37788508852127,214.029309035332,!@9#%8,564.3415558761468,0
0x1610e,CUS_0xc03f,May,Miyoungt,17,190-20-8188,Writer,126578.8,10817.233333333334,3,6,6,4_,"Payday Loan, Payday Loan, Auto Loan, and Home Equity Loan",7,14,18.57,7.0,Standard,1156.17,38.32836099700747,18 Years and 9 Months,NM,328.65880256975163,101.55860385151371,High_spent_Large_value_payments,891.505926912068,0
0x62ef,CUS_0x4e7a,February,Rodrigo Camposi,46,519-19-0998,Developer,133214.25,11166.1875,3,3,2,3,"Credit-Builder Loan, Not Specified, and Not Specified",10,9,9.48,1.0,Good,68.18,39.910731360481904,18 Years and 10 Months,No,309.1572520422692,197.67135446461774,High_spent_Small_value_payments,869.7901434931133,1
0x11a01,CUS_0x104a,August,Leahk,37,#F%$D@*&8,Mechanic,14981.39,1461.4491666666663,2,7,5,4,"Mortgage Loan, Auto Loan, Not Specified, and Payday Loan",5,6,0.63,4.0,Good,1122.46,39.64164181721113,32 Years and 3 Months,No,38.11596751942855,164.88918149049954,Low_spent_Small_value_payments,233.13976765673854,0
0x5604,CUS_0x14ba,July,Kevin Yaoe,20,961-03-0481,Teacher,81425.24,6579.436666666667,9,5,26,7,"Not Specified, Credit-Builder Loan, Student Loan, Mortgage Loan, Home Equity Loan, Mortgage Loan, and Mortgage Loan",12,21,0.69,7.0,Bad,1729.78,26.21395643068284,14 Years and 1 Months,Yes,375.690945797382,558.8955827624652,Low_spent_Medium_value_payments,3.3571381068194337,-1
0x1b459,CUS_0x41e5,April,Georgiopouloso,45,127-49-4016,Lawyer,79241.12,6587.426666666666,701,5,29,8,"Student Loan, Personal Loan, Student Loan, Not Specified, Mortgage Loan, Auto Loan, Mortgage Loan, and Not Specified",42,15,22.32,10.0,Bad,2978.35,25.707330262815645,14 Years and 2 Months,Yes,282.639618203876,163.42977426070732,High_spent_Large_value_payments,452.67327420208335,0
0x5114,CUS_0x1c40,March,Giannonet,34,602-19-3236,Accountant,66749.64,5379.47,6,4,9,3,"Debt Consolidation Loan, Auto Loan, and Payday Loan",25,13,10.88,6.0,Standard,303.85,39.12544560190304,11 Years and 7 Months,Yes,89.78489450906727,633.7447186489833,Low_spent_Small_value_payments,104.41738684194956,0
